miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49
hsa-miR-3190-5p	0	0.278226	0.1795	0	0	0	0	0	0.081703	0	0	0	1.148993	0.077921	0	0	0	0	0	0	0.187891	0.182123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134395	0	0.157763	0.201082	0
hsa-miR-3191-3p	0	0.278226	0	0.279161	1.0482	0	0	0	0.081703	0	0.35143	0	0.861745	0.077921	0	0.493086	0	0	0.276917	1.152621	0	0.910616	0.179816	0.223301	0.871829	0.768846	0	0.271704	0	0.133916	0.141173	0.293691	0	0.193155	4.035541	0.792125	0.869796	0.613008	0.107945	0.385814	0	0	0	0.36806	0	0.151567	0.209718	0.602373	0.782524	0.434728	0.201033	0	0.312354	0.628524	0.396852	0.338074	0	0.146494	0.139025	0.37797	0.686838	0.64131	0.168321	0	0.240881	0	0	0.565236	0.396035	0.504672	0.336102	0.10792	0.328194	0.158816	0.278351	0.283017	0.322323	0.209085	0.17339	0	0.379088	0.535188	0.195934	0	0	0	0.66002	0.257475	0.444248	1.2356	0	0.346988	0	0.53758	0.697513	0.47329	0	0.193202
hsa-miR-3192-5p	0	0	0.359	0	0.20964	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138459	0	0	0.182123	0	0	0.145305	0	0	0	0	0.267832	0	0	0	0.193155	0.67259	0	0	0	0	0	0	0	0	0	0	0	0.209719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22189	0	0	0	0	0.112034	0	0.164097	0	0.139176	0	0.161161	0	0	0	0	0	0.391868	0	0	0	0	0	0	0	0.167367	0	0	0.134395	0	0	0.201082	0
hsa-miR-3193	0.693696	0.139113	0.5385	0	0.41928	0.728252	0	0.666031	0.490218	0	0	0.873257	0	0.233762	0	0	0.828376	0.170576	0.276917	0.384207	0.375782	0	0.179816	0	0.145305	0.896987	0.605994	0.271704	0	0.803496	0	1.762146	0	0	0	0.594093	0.434898	0.153252	0.43178	0.385814	0	0	0	0.36806	1.091119	0	0.069906	0	0.782526	0.217364	0.603098	0.369332	0.156177	0.209508	0.992131	1.183256	0.415198	0	0.278049	1.133908	0	0.641309	2.019856	0.749883	0.361322	0.22189	0.446553	1.413093	0	0.252336	1.008308	0.863357	0.164097	0.317631	0.278352	0.849052	0.805806	0.418171	0.17339	0.172526	0.568632	0.356792	0	0.232245	0.571804	0	0	0	0.444248	1.482719	0.334734	0.173494	1.773442	0.671974	0.697513	0.47329	0.402164	0.386404
hsa-miR-3194-5p	0.260136	0.278226	0	0.558322	0.83856	0.182063	0	0	0	0.800145	1.75715	0.218314	0.574497	0.155842	0.275099	0	0	0.170576	0	0	0.375782	0.54637	0.179816	0	0.145305	0.256282	0.201998	0.271704	0.434321	0.133916	0.282347	0	0.367874	0.579464	0	0.198031	0	0	0	0	0	0	0.324695	0.36806	0.27278	0.303134	0	0.200791	0.195631	0.434728	0	0	0.624707	0.419016	0	0.338073	0.207599	0	0	0.188985	0.343419	0	0.504964	0	0.240881	0.22189	0.223277	0	0	0.252336	0.336103	0.10792	0.164097	0	0.278351	0.283017	0.322323	0	0.34678	0.345052	0.379088	0.178396	0.979671	0.696735	0.142951	0	0.990031	0.257475	0.222124	0.12356	0	0.346988	0.591148	0	0.58126	0.315527	0.201082	0.193202
hsa-miR-3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201998	0.271704	0	0	0	0	0	0	0	0	0	0	0.21589	0	0	0.15002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167367	0	0	0	0	0	0	0
hsa-miR-3196	0.346848	0	0	0	0	0	0	0.999047	0	0	0	0	0	0	0	0.328724	0	0	0	0	0	0.182123	0.179816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15002	0	0	0	0	0	0	0	0	0	0	0.156177	0	0	0	0.207599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209085	0	0	0	0	0	0.232245	0	0	0	0	0	0	0.167367	0	0	0	0	0	0	0
hsa-miR-3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-32-3p	0.520272	0.278226	0.718	0	1.46748	1.092378	1.42844	3.330158	1.38895	3.20058	2.81144	2.183142	1.148993	1.246731	3.301193	0.328724	0.414188	0.682304	0.553835	1.536828	0.563673	1.274863	2.33761	1.339806	0.581219	0.384423	1.211988	4.618964	5.211847	1.473075	4.235198	0.881073	0.367874	1.158929	0	1.188187	1.304694	1.072765	1.511226	1.543256	1.668547	0.30004	2.272867	0.73612	0.818339	0.909401	0.349531	0.602373	1.956315	1.304184	1.005164	0.492443	1.249413	1.257048	0.992132	1.52133	1.453194	1.611434	0.417074	0.566955	1.373676	0.320655	1.514892	0.749883	1.324849	0.665669	0.893107	1.271785	0.79207	1.514017	1.008309	1.079196	0.164097	0.635263	1.809283	1.415086	0.805806	0	1.040342	0.86263	1.326808	0.535188	1.959342	0.92898	0.857706	1.810135	0.66002	1.287373	0.888495	1.359159	3.012605	0.86747	1.477868	0.940764	1.62753	1.104343	0.804329	1.352411
hsa-miR-32-5p	32.083454	48.828607	33.925504	32.382696	48.426849	83.748954	81.183033	99.571708	36.194396	87.749244	46.388759	39.51487	79.855041	29.921551	234.38467	45.692654	45.5607	40.767687	40.568411	29.968132	56.367276	66.83927	100.157682	72.79613	55.07048	60.482556	44.843566	212.74405	138.113929	186.678796	175.337197	49.927472	80.012596	60.457438	16.81476	109.313274	226.581636	92.4111	54.080248	110.728599	252.321504	72.759895	80.524447	50.792286	78.83331	49.562331	39.846567	38.551917	91.946791	73.686424	54.278841	67.587676	90.738661	51.119905	77.58469	56.120196	95.288017	88.189403	51.300082	42.71054	58.724664	72.788584	112.438752	47.492545	42.756438	61.463431	49.567402	52.284475	66.137776	120.869034	61.50682	64.535884	56.777559	67.020202	78.91253	69.056256	41.418459	45.371518	53.404225	62.799441	53.64096	24.440277	75.042816	46.681252	83.626277	54.002376	41.251279	29.609575	52.421149	84.391409	70.796201	54.477144	67.686355	47.844544	77.423981	74.3065	69.172325	60.858478
hsa-miR-3200-3p	0.780408	0.834677	0.1795	3.070772	11.949482	0.728252	0.476147	2.33111	0.571921	2.66715	1.05429	0.654942	0.861745	0.623366	1.100397	1.807982	2.278034	1.535185	4.43068	1.536827	1.87891	1.456986	2.337613	2.679612	0.581218	13.711088	4.645954	0.271704	2.605924	1.071328	1.976425	2.055837	6.805669	2.704168	0.67259	8.911407	0	0.766261	0.971502	5.401395	0.185394	0.750102	0.649391	0.73612	7.092271	0.151567	4.194376	5.220572	1.173788	0.652092	0.603098	0.246222	0.312354	0	1.190558	0.507111	1.037995	0	1.112197	2.267816	0.686838	0.320655	1.009928	1.499766	0.481763	0.443779	0.893107	0.423928	0.396035	1.261681	1.120343	0.863356	0.656388	0.794079	1.113405	1.415087	0	0.836341	1.213732	2.415364	1.137264	1.962357	0.587802	0.696735	1.858362	1.810135	0.99003	0.772425	0.888496	0.98848	0.167367	0.346988	0.886721	0.806369	0.813765	0.631053	1.608659	1.15921
hsa-miR-3200-5p	0	0.139113	0	0	0	0	0	0	0	0.53343	0	0	0	0.077921	0	0	0	0	0	0	0	0	0.359633	0	0	0	0	0	0	0	0.141173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193202
hsa-miR-320a	401.043178	467.419149	255.249028	401.712931	203.350845	278.556302	2168.848805	663.367367	322.318038	533.163343	1071.86146	407.810931	1149.567919	414.226481	292.980838	237.667543	250.790944	474.030981	722.062347	446.832504	508.996499	518.140941	1706.816349	247.864125	282.327025	1264.495469	914.243142	450.213138	448.21879	166.189661	1116.398206	545.9716	173.084718	651.897287	284.505733	127.136091	417.936568	299.60813	351.683524	167.829062	191.141419	184.825136	290.277645	147.592076	651.670518	190.822544	105.977887	238.539989	957.811681	319.959933	264.760125	191.559966	260.971255	316.566287	267.875534	259.809456	225.037497	329.611553	338.942005	812.067203	383.942544	277.366186	404.981504	258.709384	239.195176	412.714721	348.088199	140.744162	339.005607	347.466936	277.396888	524.273105	242.699449	364.958349	398.598726	294.338147	341.017344	269.511004	304.300044	560.881817	505.13484	300.419174	476.708018	495.378668	516.052745	454.344004	402.612491	257.732026	219.235898	301.856821	279.335363	299.103816	231.72971	385.175453	350.267947	273.877038	391.909491	369.594492
hsa-miR-320e	0	0.417339	0	0	0.41928	0.182063	0.476147	0	0	0	0	0	0.287248	0	0	0	0	0.170576	0	0	0.187891	0.182123	0.179816	0	0	0.256282	0	0	0	0	0	0.587382	0	0.193155	0	0	0	0	0	0	0.185394	0	0	0	0.27278	0	0	0	0.391263	0.217364	0.201033	0.123111	0	0	0	0	0.415198	0	0	0.188985	0	0.320655	0.504964	0	0	0	0	0.423928	0	0	0	0.10792	0	0	0.417527	0.283017	0	0	0	0.345052	0.189544	0	0	0	0.142951	0	0	0	0	0.49424	0	0	0	0.403185	0.232504	0.157763	0	0
hsa-miR-323a-3p	2.948209	0.695565	2.154	4.187418	4.61208	10.377588	0.238073	0.666032	3.34982	3.20058	1.05429	3.711341	0.574496	1.480494	0.825298	0.328724	3.313505	0	0	0.384207	1.503128	2.73185	1.078898	0.223301	1.598353	13.96737	2.423976	39.940453	3.474565	0.267832	37.834435	1.468455	1.103622	0.38631	0.67259	1.782281	1.304693	2.14553	0	0	0.185394	0.750102	0.974086	2.94448	26.459623	0.757834	26.913909	2.811077	1.36942	8.911927	2.814459	7.0173	10.620015	8.380312	11.508727	4.902066	12.663549	5.859761	4.448789	14.362837	2.403933	9.298982	4.208036	2.999529	4.576746	3.772124	8.931064	2.543569	8.316727	8.831767	2.688823	8.093964	1.805067	5.240917	5.984548	1.132069	5.157162	3.55445	5.3751	4.313149	7.771305	8.563017	5.290224	6.270616	8.005251	10.257434	5.280164	5.406967	3.553977	1.606279	4.35154	4.163857	4.433605	4.166239	4.417584	6.310531	4.423811	3.284426
hsa-miR-323a-5p	0	0	0	0	0	0	0	0	0	0	0	0.218314	0	0	0	0	0	0	0	0	0	0	0.179816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209719	0	0	0	0	0	0	0	0	0	0	0	0	0	0.343419	0	0	0.249961	0.120441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178396	0.391868	0	0	0.301689	0	0.257475	0	0.24712	0	0	0	0	0	0.157763	0	0
hsa-miR-323b-3p	1.474105	1.391128	1.9745	4.187418	1.25784	10.013462	1.666513	0.666031	0.408515	2.66715	4.56859	7.640998	1.72349	0.467525	1.100398	0.657448	1.242564	0	0.553835	0	2.442582	5.645823	0.539449	1.339806	3.342008	16.786472	3.837963	10.596447	1.737283	0.66958	80.045242	1.468455	0.919685	2.704167	4.035542	3.1685	1.73959	1.532522	0.107945	0	0.185394	0.900122	0.649391	8.097321	59.738737	2.728203	17.686283	6.224528	1.173789	2.825733	4.422721	3.447095	7.027952	2.723602	4.762231	6.254359	3.736786	0.73247	4.865862	5.858525	4.807867	5.130473	3.703072	1.249804	3.854102	0.887559	3.572425	4.945829	0.396035	4.542052	6.385954	7.662287	4.102425	2.223419	5.706197	3.679227	5.157162	0.418171	3.467806	5.003252	2.84316	1.070377	5.290225	4.180411	4.145576	9.352366	1.650051	3.089694	3.7761	3.459677	2.845238	1.734941	5.615899	5.375792	5.115098	6.941583	8.043294	2.318419
hsa-miR-323b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282346	0	0	0	0	0	0	0.153252	0	0	0	0	0	0.36806	0	0	0.139813	0	0	0	0	0	0	0	0	0.169037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12356	0	0	0	0	0	0	0	0
hsa-miR-324-3p	10.839004	6.81653	11.129001	14.51638	43.814769	11.652029	17.617432	18.648881	7.598373	17.869906	31.277269	29.909045	37.055038	20.493145	19.807156	12.655878	11.390175	10.405141	24.368738	12.294618	7.891419	15.116238	11.867875	17.64078	30.078072	12.173396	33.531674	38.038529	23.018989	17.542986	57.316347	33.480775	17.841889	26.848513	35.64729	23.961786	7.393259	13.7927	46.200293	22.763022	21.876514	7.65104	21.754588	13.618221	14.184541	16.975478	6.850812	30.520268	20.736935	18.258582	14.67539	7.755965	8.902071	16.970131	10.119741	10.480278	10.379958	9.375617	8.897575	19.654407	18.88805	15.391418	14.139004	7.998744	7.467321	14.200936	19.871616	13.565701	17.821556	9.841111	13.668183	13.166184	11.48679	9.846569	14.195905	14.999924	12.892905	14.008717	18.032594	16.735017	10.804009	15.163676	15.478804	11.844497	12.150828	17.799665	14.19044	14.67605	16.881387	13.715149	13.054619	12.665068	10.936223	16.261769	14.647781	8.519217	13.070352	14.103712
hsa-miR-324-5p	10.752292	4.034273	3.59	11.72477	27.462846	17.29598	14.284404	10.656503	9.150728	30.938943	19.32865	33.402072	19.24564	15.895825	14.580266	7.067569	11.804363	5.629011	12.461287	4.226275	13.716038	14.751991	19.95961	12.504856	22.95814	14.479934	34.13767	45.374529	29.533797	11.918517	46.72835	55.801294	22.992125	37.472023	25.558434	23.763755	10.002645	9.654892	34.326385	15.432558	19.46639	7.65104	24.027457	30.180924	16.912337	14.853543	17.686283	26.705235	24.845196	20.866952	16.283653	11.079948	14.836787	12.360961	17.064664	13.015829	11.833153	13.330957	7.507329	26.457855	24.726175	14.429456	31.981081	15.497568	6.503796	15.754164	24.560425	11.728681	15.445349	22.205584	8.514605	20.396793	16.4097	14.452224	14.613431	11.603714	13.859872	12.336035	21.500401	20.013009	11.372641	13.201318	25.667386	19.508584	24.444604	19.006422	14.520449	10.556456	13.549535	15.815667	17.406158	19.431338	18.02999	17.202532	22.436679	15.776326	18.499575	14.876518
hsa-miR-326	3.815329	4.173386	10.411001	8.653997	27.672486	17.660106	3.333027	4.995235	8.66051	5.601015	7.73146	6.112797	7.181209	3.973956	11.279074	7.560654	4.763163	9.211109	0.969211	4.226275	8.07931	73.395711	10.788979	2.23301	8.572977	1.665833	12.927874	3.803853	4.343206	5.758384	9.458608	6.754893	5.51811	4.249407	27.576206	2.574407	1.304694	2.605288	17.487027	6.558837	2.780913	1.200164	9.416164	6.257021	3.546136	12.125341	7.759594	4.417407	13.889834	16.51967	17.288816	15.511926	9.526778	10.47539	15.675679	7.606653	22.213111	15.67486	7.924403	20.032378	9.272315	13.788146	15.485577	3.49945	3.492779	9.319364	18.085404	7.489398	20.593799	17.663534	11.875634	15.972091	10.009917	10.005387	12.386623	9.622593	7.413421	5.645304	6.588832	12.249342	14.405347	13.55811	10.18858	13.237967	16.439354	14.179394	7.920245	7.98171	8.662818	13.097349	9.20518	10.409645	12.414092	9.81082	11.276465	7.888163	14.075764	9.660077
hsa-miR-328-3p	11.359277	11.546367	28.540503	47.4574	18.867603	46.608113	81.659181	27.973324	33.825011	28.538508	216.129442	37.113415	34.757051	18.389286	21.457751	16.436206	33.963429	17.398761	22.430317	28.047096	53.361022	63.743175	16.722916	60.291273	62.045105	21.399548	45.045563	62.491865	55.593029	22.230043	98.256594	61.381422	37.891022	43.84613	152.678019	21.783442	39.575679	37.240295	57.21064	69.832322	15.01693	34.05463	43.509176	58.889607	22.913488	59.565735	7.479969	81.119659	35.409296	59.557759	64.330479	40.995804	35.45211	38.339928	57.543633	46.823173	28.233487	38.820916	44.90495	60.286117	73.835104	58.038472	37.535692	28.495528	23.245051	57.025636	49.567402	32.218543	43.563804	50.467238	62.739198	46.081642	42.00883	41.133252	43.701117	31.697954	40.773814	36.589935	48.722685	49.169892	29.947956	55.838005	48.003891	49.235948	36.309528	53.097308	46.861453	65.913486	33.318526	37.315088	28.285007	45.628946	35.764406	45.022251	31.853109	42.911609	44.64028	46.947968
hsa-miR-330-3p	1.820952	3.338709	1.9745	1.395805	2.72532	3.095071	2.380733	2.33111	4.738771	2.66715	3.16287	7.422682	8.3302	5.142765	2.750993	1.807982	2.899317	0.511728	1.523046	2.305242	2.254692	3.642466	5.754122	1.339806	3.196704	2.690961	2.827972	0.815112	0.868642	1.606992	1.976426	4.111674	2.207244	1.352084	0.67259	1.386219	2.609387	2.605287	5.397231	0.771628	0.92697	2.400325	1.623477	1.47224	1.091119	0.909402	1.537938	2.811075	4.499522	0.434728	1.809295	2.462213	2.81118	3.142618	2.777969	2.366514	3.321587	2.343904	2.224396	5.291571	2.060514	2.244583	3.53475	0.999843	2.047492	3.772126	1.786214	1.554403	1.980173	3.532705	1.56848	2.590071	1.64097	1.429341	1.809284	2.830173	1.28929	3.763536	1.387122	1.72526	1.89544	1.248772	1.959341	2.554695	1.57246	1.810134	1.980061	0	1.554867	3.459677	2.008404	0.86747	2.660163	3.89745	2.790052	0.631052	1.206493	3.47763
hsa-miR-330-5p	16.215151	14.606848	9.872501	18.982961	49.265411	14.929162	29.521103	12.654599	13.726092	32.539233	16.868639	31.655559	74.397324	39.973322	12.379471	7.396292	32.099584	8.358229	13.015122	10.757791	21.795347	29.686106	76.961378	18.087382	26.736065	12.173396	34.541665	4.34726	12.595296	9.508031	8.893917	37.886141	6.069921	6.180953	8.071085	12.079909	17.395903	11.800422	35.297886	6.173023	13.533777	6.900938	19.806416	28.340623	12.275083	15.91451	8.458657	28.311565	33.452981	8.259835	9.44854	5.539974	9.058249	11.522928	10.516595	8.282799	8.926764	6.592231	6.117083	21.922225	7.898639	5.130473	26.258152	5.749098	6.262915	11.316371	12.503488	12.011299	4.752415	19.429886	8.514605	11.331552	14.112341	10.799464	6.402075	9.622593	8.219227	7.527072	10.056639	5.52083	5.496777	10.703771	12.735726	7.664086	12.150827	13.274326	7.260226	5.406966	8.662818	17.669065	6.862044	5.551811	19.803432	12.095532	15.577799	5.048425	6.434635	14.490114
hsa-miR-331-3p	29.915652	15.302413	9.334	17.307993	33.542407	30.586576	32.377984	29.971417	12.092033	50.142426	114.566177	55.670121	12.06443	12.701076	26.68464	20.216534	25.472573	16.20473	23.261068	10.373585	30.438327	58.643719	29.849506	16.077673	39.522878	38.442303	50.49951	39.668749	12.160975	21.828296	22.87007	34.65554	50.582675	46.357142	69.9494	18.416909	48.273631	29.271176	36.701163	20.062325	12.421411	7.801061	25.001543	25.028082	35.73413	44.712193	38.65816	44.575654	55.559336	40.212357	25.732192	23.883441	27.799452	17.598654	31.748212	15.213306	24.289103	34.865577	15.431732	35.718106	29.190622	37.195928	62.27895	18.747058	16.01861	27.292424	28.356125	24.305216	54.256739	44.411168	23.863302	30.864987	23.794064	22.710637	17.814469	32.547006	19.017036	17.354083	32.423993	33.12498	24.072091	34.965653	33.112886	19.740828	23.8728	22.626692	22.110686	30.639474	31.319414	37.067969	20.251397	27.585559	33.399818	20.965585	23.947958	34.076868	28.754774	34.003468
hsa-miR-331-5p	4.075464	4.173388	0.718	1.674966	3.77352	2.366819	4.761467	2.33111	1.388951	7.734735	8.08289	3.274713	1.72349	2.727226	4.126491	4.437775	2.692222	3.070368	2.492257	0	2.254692	2.549727	2.877061	1.563107	3.777921	1.922115	9.493906	4.075558	1.737283	1.740908	1.835252	4.111674	1.83937	4.828871	3.36295	3.564562	3.479181	3.371546	2.266841	1.92907	1.297758	1.950263	1.948171	1.47224	4.910034	3.182904	4.264285	3.212657	5.086414	2.17364	2.613425	1.60044	2.030298	2.095078	3.174821	0.845184	2.075991	3.222868	2.780494	4.724617	2.747352	2.244585	4.544678	1.749727	1.927051	2.884565	2.67932	1.413093	0.79207	3.028034	1.344412	3.129668	1.64097	1.270526	2.087635	4.811294	3.062064	2.090852	1.387121	1.72526	1.89544	1.248772	5.682092	1.85796	2.144265	1.206756	2.640081	2.059797	3.331855	3.953917	2.175771	1.561446	1.182295	1.209554	1.511278	2.050924	1.206494	2.898026
hsa-miR-335-3p	236.116882	30.465714	75.390008	37.686758	48.84613	46.061924	45.710097	45.290142	58.172484	32.005803	65.717408	70.733802	94.791955	68.570222	26.40954	39.118171	63.163697	80.511919	88.475138	207.087463	39.457094	30.778847	72.825603	27.689325	68.438512	118.786714	38.581627	87.760316	37.351567	30.532831	23.011242	77.828119	17.106141	7.72619	63.896088	29.308632	43.054861	35.554519	71.891107	11.960232	21.876515	118.366097	29.871972	27.236442	57.010941	21.52248	70.605319	103.407488	66.514699	64.339767	43.423074	74.235643	74.496283	80.450995	45.638053	84.011256	86.776451	70.903108	111.636764	55.561499	130.155836	38.799201	31.981083	92.735442	56.486678	69.451455	56.935529	40.555796	44.751908	55.261625	52.320012	85.688113	84.017659	74.484536	51.077421	49.81107	110.556662	71.925357	49.589636	70.563108	108.987818	76.888757	76.218421	85.466175	146.23877	295.052083	80.192488	88.313771	60.417596	37.809329	76.988777	70.612095	65.912915	41.124804	127.64494	95.762305	87.671902	88.486292
hsa-miR-335-5p	27.661139	8.207658	18.847502	11.445607	11.110922	19.480736	17.617432	10.323487	30.883708	13.069035	3.16287	10.260767	14.362417	28.363136	8.803179	8.546826	10.14761	11.599175	15.507379	29.199718	24.613712	27.86487	15.823833	4.46602	6.538712	26.268907	11.311889	38.853638	6.514809	3.213983	4.235197	10.572876	5.885984	1.158929	11.434036	3.366531	4.783874	6.283341	28.821209	1.157442	14.275352	96.163078	2.272867	4.04866	11.183965	4.395437	15.938627	5.01978	7.629624	34.778253	24.525995	28.192312	49.664188	36.454357	32.145064	38.371339	62.487349	39.553385	42.680559	6.992433	16.827536	26.934983	24.406613	10.248391	26.135627	29.289432	27.686299	18.370221	22.573973	45.168177	23.975337	33.778817	31.834816	10.323018	20.180454	34.528126	49.798848	40.562555	9.363078	10.524082	13.457625	8.027828	21.552766	11.380006	40.312153	22.325003	9.570297	12.873729	8.884943	18.410425	48.034302	8.848198	14.483107	22.981509	22.552929	20.509225	9.651952	17.194936
hsa-miR-337-3p	15.34803	22.814506	58.517006	24.287022	15.094082	110.876331	10.47523	17.982851	81.131004	15.469471	26.357249	32.310503	7.181208	32.492936	14.305167	5.423948	49.288393	9.552261	7.338313	19.978752	24.801602	39.702889	7.192653	9.825244	13.368032	73.296656	41.611597	159.761814	9.120732	8.57062	185.784019	34.65554	7.173543	6.760418	20.850302	9.901563	7.393261	16.244736	1.187392	2.700698	2.780912	10.801468	12.663118	26.132262	93.83619	9.700274	27.543068	26.705234	29.149087	49.124283	54.881939	72.758317	91.363366	54.891045	64.290128	52.23235	118.123926	55.814223	78.96598	58.585252	48.078672	46.815565	32.149404	21.746587	37.095728	54.806741	77.030422	39.990558	85.147437	59.046668	51.75984	141.482512	40.860151	33.351285	67.500134	28.018728	88.155241	33.871825	31.730431	52.792937	55.157312	39.603952	75.434683	50.397173	95.634151	115.245291	36.961147	29.094627	27.543319	31.260653	51.38164	62.457873	20.985725	49.45728	91.723005	58.530172	68.166915	24.729794
hsa-miR-337-5p	0	0.556452	0	0	0	2.548881	0	0	0.571921	0.266715	0.35143	0.218314	0	0	0.275099	0	0.207094	0	0	0	0.187891	0.182123	0	0	0	0.512564	0.201998	1.086815	0	0	1.411732	0.293691	0	0	0	0	0.434898	0.153252	0	0	0	0	0	0.73612	0.27278	0	0.419438	0.200791	0	1.304184	1.407229	1.354216	1.874121	0.419016	1.190558	0.50711	2.283591	1.46494	1.112198	0.566954	0	1.282618	1.346571	0	0.602203	0.665669	1.116384	0.706547	0.792069	1.261681	0.784241	2.15839	0.492291	0.317631	0.417527	0.283017	2.578582	1.254512	0.34678	0.172526	0.379088	0.178396	0.783737	0.696735	0.428853	1.810135	0.33001	0	0	0.37068	0.836835	0.173494	0	0.53758	0	0.315526	0.201082	0
hsa-miR-338-3p	1563.071218	1444.269519	63.184007	134.834846	212.784645	196.263851	139.987169	98.239644	79.088433	153.361142	261.463911	192.553127	640.276585	138.932622	579.909491	118.176323	355.787649	180.981241	479.898006	77.225565	116.492369	133.496417	615.151574	60.067973	264.309242	2345.87744	181.59624	249.695761	208.039535	129.764528	151.19657	296.627927	218.885032	430.735094	110.304823	1454.341808	102.20093	1990.593376	393.458082	153.168132	79.163322	107.864668	426.974391	159.001938	198.856345	240.536439	688.716452	283.115644	1635.283467	129.548995	115.191763	163.98321	270.654211	276.969311	201.402714	446.426006	210.505555	102.252829	108.439198	319.195136	335.520453	227.023421	294.730931	927.85433	113.455114	100.294117	446.776445	284.455823	150.889179	170.579265	129.511634	153.35366	206.762208	752.944959	316.485163	198.395232	175.021189	115.624194	345.913725	215.657419	228.779645	234.234193	341.51339	241.999332	379.105783	217.819636	248.82772	216.278624	223.900491	179.161845	299.084656	315.238765	535.579379	282.229046	447.687312	301.643373	342.24215	705.571916
hsa-miR-338-5p	18.989936	24.622974	1.795	2.512451	2.51568	4.005385	2.380734	0.999047	2.042573	1.867005	2.10858	1.528199	6.319464	2.2597	11.279073	3.287241	4.55607	2.388066	5.676809	2.305241	2.066801	1.63911	18.341263	1.339806	3.923227	43.824225	4.039961	3.803853	0.434321	2.008739	2.682291	4.111674	4.414488	5.408334	0	8.119282	1.739591	24.213852	4.425729	0.771628	1.483154	1.800245	4.221039	4.04866	1.909457	3.182902	6.571188	3.011868	17.411198	1.956277	2.412393	1.477327	4.841478	3.142618	1.388985	5.409176	3.321587	1.904422	1.390247	5.102586	3.434191	5.130473	9.089361	5.249177	1.324847	1.109449	7.591404	5.652376	2.376208	2.271026	2.35272	3.021749	2.789649	6.829072	3.340214	3.39621	2.417419	3.345365	3.294416	1.552734	2.274528	1.427169	3.72275	3.25143	2.716068	1.810135	3.960123	3.347169	0.888494	4.448156	6.862043	2.949399	8.571635	3.763054	3.371314	3.944081	5.027058	5.796046
